window,window_mid,side,feature,label,beta,se,lo95,hi95,sign_convention
2018-2020,2019.0,D,ftm,FTM (defense),0.13568894792105132,0.07193112610327032,-0.005296059241358508,0.27667395508346115,D flipped: positive = good on both sides
2021-2023,2022.0,D,ftm,FTM (defense),0.13176987779201202,0.06905370493760259,-0.0035753838856890374,0.2671151394697131,D flipped: positive = good on both sides
2024-2026,2025.0,D,ftm,FTM (defense),0.20428334231290415,0.0743428898048028,0.058571278295490664,0.34999540633031767,D flipped: positive = good on both sides
1997-1999,1998.0,D,orb,ORB (defense),-0.28553193986402303,0.10248827470632003,-0.4864089582884103,-0.08465492143963577,D flipped: positive = good on both sides
2000-2002,2001.0,D,orb,ORB (defense),-0.12366406384199785,0.10286583629638844,-0.32528110298291923,0.0779529752989235,D flipped: positive = good on both sides
2003-2005,2004.0,D,orb,ORB (defense),-0.008986150853742436,0.10325796740128207,-0.21137176696025528,0.1933994652527704,D flipped: positive = good on both sides
2006-2008,2007.0,D,orb,ORB (defense),-0.0610340454988956,0.10511223155423952,-0.267054019345205,0.14498592834741383,D flipped: positive = good on both sides
2009-2011,2010.0,D,orb,ORB (defense),-0.18191936228903116,0.10550030351910249,-0.38869995718647204,0.024861232608409722,D flipped: positive = good on both sides
2012-2014,2013.0,D,orb,ORB (defense),-0.22317375645193652,0.09728102237588189,-0.413844560308665,-0.03250295259520802,D flipped: positive = good on both sides
2015-2017,2016.0,D,orb,ORB (defense),-0.018286252896012545,0.10188822067436035,-0.2179871654177588,0.18141465962573372,D flipped: positive = good on both sides
2018-2020,2019.0,D,orb,ORB (defense),-0.13409515951173,0.11039121729360486,-0.35046194540719555,0.0822716263837355,D flipped: positive = good on both sides
2021-2023,2022.0,D,orb,ORB (defense),-0.03247493994526415,0.10237609313715937,-0.2331320824940965,0.1681822026035682,D flipped: positive = good on both sides
2024-2026,2025.0,D,orb,ORB (defense),0.23735427597585831,0.09247540917381893,0.056102473995173235,0.41860607795654337,D flipped: positive = good on both sides
1997-1999,1998.0,D,pf,PF (defense),0.2411566427491124,0.075281032404173,0.09360581923693331,0.3887074662612915,D flipped: positive = good on both sides
2000-2002,2001.0,D,pf,PF (defense),0.05582687700596161,0.07072528091771148,-0.08279467359275289,0.19444842760467612,D flipped: positive = good on both sides
2003-2005,2004.0,D,pf,PF (defense),0.1026226926930291,0.07576604594392666,-0.045878757357067174,0.25112414274312533,D flipped: positive = good on both sides
2006-2008,2007.0,D,pf,PF (defense),0.0951016993582359,0.07492821270596753,-0.05175759754546044,0.24196099626193224,D flipped: positive = good on both sides
2009-2011,2010.0,D,pf,PF (defense),-0.02928136196417054,0.07481405217282604,-0.17591690422290956,0.1173541802945685,D flipped: positive = good on both sides
2012-2014,2013.0,D,pf,PF (defense),-0.08582289230927961,0.08312488805150611,-0.24874767289023159,0.07710188827167236,D flipped: positive = good on both sides
2015-2017,2016.0,D,pf,PF (defense),0.06550353550098978,0.08942057407068045,-0.10976078967754391,0.24076786067952347,D flipped: positive = good on both sides
2018-2020,2019.0,D,pf,PF (defense),-0.1286126427625235,0.09856255750349247,-0.3217952554693687,0.06456996994432174,D flipped: positive = good on both sides
2021-2023,2022.0,D,pf,PF (defense),-0.04872175341239935,0.10144023244173664,-0.24754460899820316,0.15010110217340447,D flipped: positive = good on both sides
2024-2026,2025.0,D,pf,PF (defense),0.012282641078247926,0.1052516023701568,-0.19401049956725938,0.21857578172375522,D flipped: positive = good on both sides
1997-1999,1998.0,D,stl,STL (defense),1.4034884606426459,0.17883484185217058,1.0529721706123916,1.7540047506729002,D flipped: positive = good on both sides
2000-2002,2001.0,D,stl,STL (defense),1.5201322638405177,0.1934274765064846,1.141014409887808,1.8992501177932275,D flipped: positive = good on both sides
2003-2005,2004.0,D,stl,STL (defense),1.2935212196118244,0.19090632629079268,0.9193448200818708,1.667697619141778,D flipped: positive = good on both sides
2006-2008,2007.0,D,stl,STL (defense),1.0906597784367613,0.2068233875888246,0.6852859387626651,1.4960336181108576,D flipped: positive = good on both sides
2009-2011,2010.0,D,stl,STL (defense),1.3932950577664818,0.2056720213986104,0.9901778958252054,1.796412219707758,D flipped: positive = good on both sides
2012-2014,2013.0,D,stl,STL (defense),1.4354055333410323,0.19585886176432757,1.0515221642829502,1.8192889023991143,D flipped: positive = good on both sides
2015-2017,2016.0,D,stl,STL (defense),1.696057448751318,0.19234042707649696,1.319070211681384,2.073044685821252,D flipped: positive = good on both sides
2018-2020,2019.0,D,stl,STL (defense),1.4271167135892076,0.20416296025009945,1.0269573114990127,1.8272761156794024,D flipped: positive = good on both sides
2021-2023,2022.0,D,stl,STL (defense),1.2737029096801968,0.2347110613401595,0.8136692294534842,1.7337365899069095,D flipped: positive = good on both sides
2024-2026,2025.0,D,stl,STL (defense),1.9198229933845203,0.20936301839208632,1.5094714773360312,2.3301745094330095,D flipped: positive = good on both sides
1997-1999,1998.0,D,tov,TOV (defense),-0.6560313364436281,0.15512972545179596,-0.9600855983291482,-0.351977074558108,D flipped: positive = good on both sides
2000-2002,2001.0,D,tov,TOV (defense),-0.4570890376688944,0.1490356433330532,-0.7491988986016787,-0.16497917673611018,D flipped: positive = good on both sides
2003-2005,2004.0,D,tov,TOV (defense),-0.3541166564748356,0.14714020362821836,-0.6425114555861435,-0.06572185736352759,D flipped: positive = good on both sides
2006-2008,2007.0,D,tov,TOV (defense),-0.5206991234208178,0.15573841143344944,-0.8259464098303787,-0.21545183701125692,D flipped: positive = good on both sides
2009-2011,2010.0,D,tov,TOV (defense),-0.522307436150257,0.1535828379914091,-0.8233297986134188,-0.22128507368709516,D flipped: positive = good on both sides
2012-2014,2013.0,D,tov,TOV (defense),-0.4644575145222774,0.15064119678648533,-0.7597142602237886,-0.16920076882076618,D flipped: positive = good on both sides
2015-2017,2016.0,D,tov,TOV (defense),-0.49029072993646444,0.14288987265558875,-0.7703548803414184,-0.21022657953151047,D flipped: positive = good on both sides
2018-2020,2019.0,D,tov,TOV (defense),-0.4340360925737376,0.15170967042015562,-0.7313870465972426,-0.13668513855023257,D flipped: positive = good on both sides
2021-2023,2022.0,D,tov,TOV (defense),-0.39554937163019344,0.14189527064696397,-0.6736641020982428,-0.11743464116214408,D flipped: positive = good on both sides
2024-2026,2025.0,D,tov,TOV (defense),-0.8149658400927804,0.14362156465617912,-1.0964641068188914,-0.5334675733666694,D flipped: positive = good on both sides
1997-1999,1998.0,O,ast,AST (offense),0.4659998830244788,0.05382266327580032,0.3605074630039102,0.5714923030450474,D flipped: positive = good on both sides
2000-2002,2001.0,O,ast,AST (offense),0.3615784751309944,0.05167481213707394,0.26029584334232947,0.4628611069196593,D flipped: positive = good on both sides
2003-2005,2004.0,O,ast,AST (offense),0.5131766435391283,0.05457545930742539,0.4062087432965745,0.620144543781682,D flipped: positive = good on both sides
2006-2008,2007.0,O,ast,AST (offense),0.36244286192374353,0.05138342627556049,0.261731346423645,0.4631543774238421,D flipped: positive = good on both sides
2009-2011,2010.0,O,ast,AST (offense),0.4634930477289334,0.05293502069486125,0.35974040716700534,0.5672456882908614,D flipped: positive = good on both sides
2012-2014,2013.0,O,ast,AST (offense),0.4170977113902513,0.05160704893728548,0.31594789547317176,0.5182475273073308,D flipped: positive = good on both sides
2015-2017,2016.0,O,ast,AST (offense),0.34798874362184007,0.05226785554207496,0.24554374675937313,0.450433740484307,D flipped: positive = good on both sides
2018-2020,2019.0,O,ast,AST (offense),0.3473613796441297,0.053459661102461156,0.24258044388330585,0.4521423154049536,D flipped: positive = good on both sides
2021-2023,2022.0,O,ast,AST (offense),0.3578048920430583,0.05177777013214791,0.2563204625840484,0.45928932150206825,D flipped: positive = good on both sides
2024-2026,2025.0,O,ast,AST (offense),0.372049453491732,0.049056982869997726,0.27589776706653646,0.4682011399169276,D flipped: positive = good on both sides
1997-1999,1998.0,O,blk,BLK (offense),0.09485528640530158,0.10896339418640928,-0.11871296620006061,0.30842353901066377,D flipped: positive = good on both sides
2000-2002,2001.0,O,blk,BLK (offense),-0.12886839336100242,0.1100474533755316,-0.3445614019770443,0.08682461525503951,D flipped: positive = good on both sides
2003-2005,2004.0,O,blk,BLK (offense),0.015852429461323182,0.11036160049595256,-0.20045630751074384,0.2321611664333902,D flipped: positive = good on both sides
2006-2008,2007.0,O,blk,BLK (offense),-0.10153917955228654,0.11398529446499882,-0.3249503567036842,0.12187199759911115,D flipped: positive = good on both sides
2009-2011,2010.0,O,blk,BLK (offense),-0.06840431543105523,0.1302539169040578,-0.3237019925630085,0.18689336170089804,D flipped: positive = good on both sides
2012-2014,2013.0,O,blk,BLK (offense),-0.019629714667498785,0.12841867256812206,-0.27133031290101806,0.23207088356602046,D flipped: positive = good on both sides
2015-2017,2016.0,O,blk,BLK (offense),-0.16372197109380004,0.13374226550085802,-0.42585681147548177,0.09841286928788168,D flipped: positive = good on both sides
2018-2020,2019.0,O,blk,BLK (offense),-0.016709714069213275,0.14803197136556154,-0.3068523779457139,0.27343294980728733,D flipped: positive = good on both sides
2021-2023,2022.0,O,blk,BLK (offense),-0.029601157380646496,0.15413426315804293,-0.33170431317041066,0.27250199840911765,D flipped: positive = good on both sides
2024-2026,2025.0,O,blk,BLK (offense),-0.34243371645603865,0.14267794888665883,-0.62208249627389,-0.06278493663818735,D flipped: positive = good on both sides
1997-1999,1998.0,O,drb,DRB (offense),0.09856849979557077,0.06251084851943028,-0.023952763302512586,0.22108976289365412,D flipped: positive = good on both sides
2000-2002,2001.0,O,drb,DRB (offense),0.05351476331653986,0.06079369515099897,-0.06564087917941813,0.17267040581249785,D flipped: positive = good on both sides
2003-2005,2004.0,O,drb,DRB (offense),0.03232260069166086,0.06169413354630757,-0.08859790105910197,0.15324310244242367,D flipped: positive = good on both sides
2006-2008,2007.0,O,drb,DRB (offense),0.07421540882467409,0.05789991503837497,-0.039268424650540854,0.18769924229988905,D flipped: positive = good on both sides
2009-2011,2010.0,O,drb,DRB (offense),0.05170841646631585,0.05567014023746833,-0.05740505839912207,0.16082189133175376,D flipped: positive = good on both sides
2012-2014,2013.0,O,drb,DRB (offense),-0.020672984791226583,0.0563810024307724,-0.1311797495555405,0.08983377997308734,D flipped: positive = good on both sides
2015-2017,2016.0,O,drb,DRB (offense),-0.029762761125065748,0.053814634978054485,-0.13523944568205254,0.07571392343192104,D flipped: positive = good on both sides
2018-2020,2019.0,O,drb,DRB (offense),-0.044823191431616116,0.05204377813871515,-0.1468289965834978,0.05718261372026558,D flipped: positive = good on both sides
2021-2023,2022.0,O,drb,DRB (offense),0.028046322598350652,0.05280650026785918,-0.07545441792665333,0.13154706312335465,D flipped: positive = good on both sides
2024-2026,2025.0,O,drb,DRB (offense),0.0795134983766789,0.05460444201904989,-0.027511207980658883,0.18653820473401667,D flipped: positive = good on both sides
1997-1999,1998.0,O,fg2_miss,2P miss (offense),-0.5275827659476495,0.06289369621011817,-0.6508544105194811,-0.40431112137581793,D flipped: positive = good on both sides
2000-2002,2001.0,O,fg2_miss,2P miss (offense),-0.4151350944767835,0.0615320991563397,-0.5357380088232093,-0.29453218013035765,D flipped: positive = good on both sides
2003-2005,2004.0,O,fg2_miss,2P miss (offense),-0.4394229327209464,0.06264694849315645,-0.5622109517675331,-0.31663491367435975,D flipped: positive = good on both sides
2006-2008,2007.0,O,fg2_miss,2P miss (offense),-0.494640594181601,0.061172074520603054,-0.614537860241983,-0.374743328121219,D flipped: positive = good on both sides
2009-2011,2010.0,O,fg2_miss,2P miss (offense),-0.45710150034685565,0.06310424867580267,-0.5807858277514288,-0.33341717294228246,D flipped: positive = good on both sides
2012-2014,2013.0,O,fg2_miss,2P miss (offense),-0.4969223805178926,0.05817059735832921,-0.6109367513402179,-0.3829080096955674,D flipped: positive = good on both sides
2015-2017,2016.0,O,fg2_miss,2P miss (offense),-0.5220851286375312,0.06272420520871952,-0.6450245708466215,-0.39914568642844095,D flipped: positive = good on both sides
2018-2020,2019.0,O,fg2_miss,2P miss (offense),-0.4005132224196821,0.06703933259368629,-0.5319103143033073,-0.269116130536057,D flipped: positive = good on both sides
2021-2023,2022.0,O,fg2_miss,2P miss (offense),-0.48507774951056604,0.06826596531068871,-0.6188790415195159,-0.3512764575016162,D flipped: positive = good on both sides
2024-2026,2025.0,O,fg2_miss,2P miss (offense),-0.6911145120784519,0.07623778020712976,-0.8405405612844262,-0.5416884628724775,D flipped: positive = good on both sides
1997-1999,1998.0,O,fg2m,2PM (offense),0.6979701737939865,0.0736128785803508,0.5536889317764989,0.8422514158114741,D flipped: positive = good on both sides
2000-2002,2001.0,O,fg2m,2PM (offense),0.7650343861954568,0.07121940670920662,0.6254443490454118,0.9046244233455019,D flipped: positive = good on both sides
2003-2005,2004.0,O,fg2m,2PM (offense),0.687571851623962,0.0744574008005515,0.5416353460548811,0.8335083571930428,D flipped: positive = good on both sides
2006-2008,2007.0,O,fg2m,2PM (offense),0.7327921864713781,0.07045419086007942,0.5947019723856224,0.8708824005571338,D flipped: positive = good on both sides
2009-2011,2010.0,O,fg2m,2PM (offense),0.5743335989046103,0.07218413792074022,0.4328526885799595,0.7158145092292612,D flipped: positive = good on both sides
2012-2014,2013.0,O,fg2m,2PM (offense),0.5713980773291026,0.06997002227367695,0.43425683367269585,0.7085393209855094,D flipped: positive = good on both sides
2015-2017,2016.0,O,fg2m,2PM (offense),0.6899227966077677,0.0722486221948363,0.5483154971058886,0.8315300961096468,D flipped: positive = good on both sides
2018-2020,2019.0,O,fg2m,2PM (offense),0.49808402686863906,0.07105981397266838,0.35880679148220906,0.6373612622550691,D flipped: positive = good on both sides
2021-2023,2022.0,O,fg2m,2PM (offense),0.543895998634448,0.06842742781351359,0.40977824011996145,0.6780137571489346,D flipped: positive = good on both sides
2024-2026,2025.0,O,fg2m,2PM (offense),0.7083182264984514,0.07004351230736483,0.5710329423760163,0.8456035106208866,D flipped: positive = good on both sides
1997-1999,1998.0,O,fg3_miss,3P miss (offense),0.2590578485591373,0.12242864475240443,0.019097704844424634,0.49901799227385,D flipped: positive = good on both sides
2000-2002,2001.0,O,fg3_miss,3P miss (offense),-0.06305653356917852,0.12441090344690532,-0.30690190432511294,0.18078883718675592,D flipped: positive = good on both sides
2003-2005,2004.0,O,fg3_miss,3P miss (offense),0.14165820437768398,0.1289912854453249,-0.11116471509515283,0.3944811238505208,D flipped: positive = good on both sides
2006-2008,2007.0,O,fg3_miss,3P miss (offense),0.009813365615540706,0.11692592825536696,-0.2193614537649785,0.23898818499605995,D flipped: positive = good on both sides
